book_id,goodreads_book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
8660,9526658,Rachel Caine,2012,Black Dawn,"Black Dawn (The Morganville Vampires, #12)",eng,4.26,14778,https://images.gr-assets.com/books/1318112062m/9526658.jpg,https://images.gr-assets.com/books/1318112062s/9526658.jpg
8661,9670094,"Tim Tebow, Nathan Whitaker",2011,,Through My Eyes,en-US,3.92,8727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8662,60932,Octavia E. Butler,1998,Parable of the Talents,"Parable of the Talents (Earthseed, #2)",eng,4.21,10500,https://images.gr-assets.com/books/1170553715m/60932.jpg,https://images.gr-assets.com/books/1170553715s/60932.jpg
8663,16164271,"Joe Hill, Gabriel Rodríguez",2014,"Locke & Key, Vol. 6: Alpha & Omega","Locke & Key, Vol. 6: Alpha & Omega",eng,4.5,14363,https://images.gr-assets.com/books/1391443566m/16164271.jpg,https://images.gr-assets.com/books/1391443566s/16164271.jpg
8664,56674,J.G. Ballard,1984,Empire of the Sun,"Empire of the Sun (Empire of the Sun, #1)",,3.98,11185,https://images.gr-assets.com/books/1338519188m/56674.jpg,https://images.gr-assets.com/books/1338519188s/56674.jpg
8665,1034605,"Patricia M. Scarry, Richard Scarry",1961,"The Country Mouse and the City Mouse, The Dog and His Bone, The Fox and the Crow (A Little Golden Book)",The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone,,4.28,11493,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8666,28239,Paul Theroux,2002,Dark Star Safari ,Dark Star Safari: Overland from Cairo to Cape Town,en-US,3.96,9662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8667,653711,Anne McCaffrey,1982,Crystal Singer,"Crystal Singer (Crystal Singer, #1)",en-US,4.07,14864,https://images.gr-assets.com/books/1403186691m/653711.jpg,https://images.gr-assets.com/books/1403186691s/653711.jpg
8668,13546173,Sarah J. Maas,2012,The Assassin and the Underworld,"The Assassin and the Underworld (Throne of Glass, #0.4)",eng,4.37,17008,https://images.gr-assets.com/books/1336062984m/13546173.jpg,https://images.gr-assets.com/books/1336062984s/13546173.jpg
8669,2865944,"Laura Joffe Numeroff, Felicia Bond",2008,If You Give a Cat a Cupcake,If You Give a Cat a Cupcake,,4.2,11948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8670,11099729,James Luceno,2012,Star Wars: Darth Plagueis,Darth Plagueis,eng,4.07,9052,https://images.gr-assets.com/books/1405546262m/11099729.jpg,https://images.gr-assets.com/books/1405546262s/11099729.jpg
8671,26072609,"Anderson Cooper, Gloria Vanderbilt",2016,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss","The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",eng,3.79,10758,https://images.gr-assets.com/books/1456162664m/26072609.jpg,https://images.gr-assets.com/books/1456162664s/26072609.jpg
8672,23208397,Ben H. Winters,2016,Underground Airlines,Underground Airlines,eng,3.88,9728,https://images.gr-assets.com/books/1443732702m/23208397.jpg,https://images.gr-assets.com/books/1443732702s/23208397.jpg
8673,644655,Ann Cleeves,2006,Raven Black,"Raven Black (Shetland Island, #1)",en-US,3.85,10617,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8674,12019355,Sherrilyn Kenyon,2012,Infamous,"Infamous (Chronicles of Nick, #3)",,4.36,8185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8675,792938,"Sarah L. Delany, A. Elizabeth Delany, Amy Hill Hearth",1993,Having Our Say: The Delany Sisters' First 100 Years,Having Our Say: The Delany Sisters' First 100 Years,en-US,4.14,11668,https://images.gr-assets.com/books/1403192701m/792938.jpg,https://images.gr-assets.com/books/1403192701s/792938.jpg
8676,1862313,Richard Price,2008,Lush Life,Lush Life,eng,3.69,9478,https://images.gr-assets.com/books/1316137153m/1862313.jpg,https://images.gr-assets.com/books/1316137153s/1862313.jpg
8677,152662,Peter Hedges,1991,What's Eating Gilbert Grape,What's Eating Gilbert Grape,eng,4.1,11352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8678,15723286,Gail Carriger,2013,Curtsies & Conspiracies,"Curtsies & Conspiracies (Finishing School, #2)",eng,4.11,15078,https://images.gr-assets.com/books/1359660588m/15723286.jpg,https://images.gr-assets.com/books/1359660588s/15723286.jpg
8679,22551743,Annie Barrows,2015,,The Truth According to Us,eng,3.75,9815,https://images.gr-assets.com/books/1465284604m/22551743.jpg,https://images.gr-assets.com/books/1465284604s/22551743.jpg
8680,11432,"Karen Kingsbury, Gary Smalley",2004,Reunion,"Reunion (Redemption, #5)",en-US,4.49,11105,https://images.gr-assets.com/books/1406506549m/11432.jpg,https://images.gr-assets.com/books/1406506549s/11432.jpg
8681,16256,Armistead Maupin,1980,More Tales of the City,"More Tales of the City (Tales of the City, #2)",en-GB,4.18,9799,https://images.gr-assets.com/books/1347443502m/16256.jpg,https://images.gr-assets.com/books/1347443502s/16256.jpg
8682,110871,"Émile Zola, Robin Buss",1867,Thérèse Raquin,Thérèse Raquin,eng,3.71,10734,https://images.gr-assets.com/books/1282318692m/110871.jpg,https://images.gr-assets.com/books/1282318692s/110871.jpg
8683,10209997,Chris Bohjalian,2011,,The Night Strangers,eng,3.16,12907,https://images.gr-assets.com/books/1308866180m/10209997.jpg,https://images.gr-assets.com/books/1308866180s/10209997.jpg
8684,17557143,J.S. Scott,2013,The Billionaire's Obsession ~ Simon,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",eng,4,7492,https://images.gr-assets.com/books/1362454880m/17557143.jpg,https://images.gr-assets.com/books/1362454880s/17557143.jpg
8685,28965131,Sarah Pinborough,2017,Behind Her Eyes,Behind Her Eyes,eng,3.77,17944,https://images.gr-assets.com/books/1485279813m/28965131.jpg,https://images.gr-assets.com/books/1485279813s/28965131.jpg
8686,129798,"Robert W. Chambers, E.F. Bleiler",1895,The King in Yellow,The King in Yellow and Other Horror Stories,eng,3.57,5719,https://images.gr-assets.com/books/1416873291m/129798.jpg,https://images.gr-assets.com/books/1416873291s/129798.jpg
8687,77427,Patrick O'Brian,1973,H.M.S. Surprise ,H.M.S. Surprise,eng,4.42,10513,https://images.gr-assets.com/books/1453820127m/77427.jpg,https://images.gr-assets.com/books/1453820127s/77427.jpg
8688,665,"Ayn Rand, Nathaniel Branden",1961,The Virtue of Selfishness: A New Concept of Egoism,The Virtue of Selfishness: A New Concept of Egoism,eng,3.47,10198,https://images.gr-assets.com/books/1425001997m/665.jpg,https://images.gr-assets.com/books/1425001997s/665.jpg
8689,2449962,Debbie Macomber,2008,Twenty Wishes,"Twenty Wishes (Blossom Street, #5)",eng,4.16,12324,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8690,3479967,Joseph Boyden,2008,Through Black Spruce,Through Black Spruce,en-US,4.11,10305,https://images.gr-assets.com/books/1480136683m/3479967.jpg,https://images.gr-assets.com/books/1480136683s/3479967.jpg
8691,6928893,Susan  Wilson,2010,One Good Dog,One Good Dog,en-US,4.07,10379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8692,15050,Jeanette Winterson,1989,Sexing the Cherry,Sexing the Cherry,eng,3.83,10450,https://images.gr-assets.com/books/1328824090m/15050.jpg,https://images.gr-assets.com/books/1328824090s/15050.jpg
8693,6674372,Randy Susan Meyers,2009,The Murderer's Daughters,The Murderer's Daughters,en-US,3.68,10567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8694,1158706,J.D. Robb,2008,Strangers in Death ,"Strangers in Death (In Death, #26)",eng,4.29,15651,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8695,10929432,Victoria Schwab,2013,The Archived,"The Archived (The Archived, #1)",eng,4.02,16580,https://images.gr-assets.com/books/1338729878m/10929432.jpg,https://images.gr-assets.com/books/1338729878s/10929432.jpg
8696,251446,David Mamet,1983,Glengarry Glen Ross,Glengarry Glen Ross,eng,3.95,11636,https://images.gr-assets.com/books/1396078804m/251446.jpg,https://images.gr-assets.com/books/1396078804s/251446.jpg
8697,10506,Umberto Eco,1994,L'isola del giorno prima,The Island of the Day Before,,3.43,9723,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8698,25332115,Ruth Wariner,2016,The Sound of Gravel,The Sound of Gravel,eng,4.15,12045,https://images.gr-assets.com/books/1436200674m/25332115.jpg,https://images.gr-assets.com/books/1436200674s/25332115.jpg
8699,194870,Beatrix Potter,1982,The Complete Adventures of Peter Rabbit,The Complete Adventures of Peter Rabbit,eng,4.46,13271,https://images.gr-assets.com/books/1309201736m/194870.jpg,https://images.gr-assets.com/books/1309201736s/194870.jpg
8700,1275105,Charles M. Schulz,1965,A Charlie Brown Christmas ,A Charlie Brown Christmas,,4.48,11639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8701,280958,Frank Miller,1991,,"Sin City: Una Dura Despedida, #1 de 3",,4.21,9115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8702,3115070,Nalini Singh,2008,Hostage to Pleasure,"Hostage to Pleasure (Psy-Changeling, #5)",en-US,4.22,19705,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8703,385255,Adrian Nicole LeBlanc,2003,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx","Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",en-US,4.23,9053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8704,42641,"Leo Tolstoy, Louise Maude, Aylmer Maude",1899,Воскресение,Resurrection,eng,4.1,9482,https://images.gr-assets.com/books/1335874776m/42641.jpg,https://images.gr-assets.com/books/1335874776s/42641.jpg
8705,8643407,Larry Correia,2011,Hard Magic,"Hard Magic (Grimnoir Chronicles, #1)",eng,4.13,10808,https://images.gr-assets.com/books/1327951330m/8643407.jpg,https://images.gr-assets.com/books/1327951330s/8643407.jpg
8706,6878614,John Sandford,2010,Storm Prey,"Storm Prey (Lucas Davenport, #20)",,4.15,11566,https://images.gr-assets.com/books/1272913373m/6878614.jpg,https://images.gr-assets.com/books/1272913373s/6878614.jpg
8707,214333,Lee Strobel,2004,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God,,4.1,9216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8708,11737387,Benedict Jacka,2012,Fated,"Fated (Alex Verus, #1)",eng,3.89,12609,https://images.gr-assets.com/books/1330906653m/11737387.jpg,https://images.gr-assets.com/books/1330906653s/11737387.jpg
8709,16077150,Maggie O'Farrell,2013,Instructions for a Heatwave,Instructions for a Heatwave,en-GB,3.62,9071,https://images.gr-assets.com/books/1349796972m/16077150.jpg,https://images.gr-assets.com/books/1349796972s/16077150.jpg
8710,12022496,Jonathan Kellerman,2012,Victims,"Victims (Alex Delaware, #27)",eng,3.94,10482,https://images.gr-assets.com/books/1313220531m/12022496.jpg,https://images.gr-assets.com/books/1313220531s/12022496.jpg
8711,21530229,"Janet Evanovich, Lee Goldberg",2014,,"The Job (Fox and O'Hare, #3)",eng,3.95,11337,https://images.gr-assets.com/books/1410763754m/21530229.jpg,https://images.gr-assets.com/books/1410763754s/21530229.jpg
8712,25222064,Jeff Kinney,2015,Old School,"Old School (Diary of a Wimpy Kid, #10)",eng,4.28,11836,https://images.gr-assets.com/books/1430174375m/25222064.jpg,https://images.gr-assets.com/books/1430174375s/25222064.jpg
8713,31194270,Victoria Helen Stone,2016,"Evelyn, After","Evelyn, After",en-CA,3.64,9255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8714,751635,Sharon G. Flake,1998,The Skin I'm In,The Skin I'm In,eng,4.13,9634,https://images.gr-assets.com/books/1305064345m/751635.jpg,https://images.gr-assets.com/books/1305064345s/751635.jpg
8715,16065538,James Rollins,2013,The Eye of God: A Sigma Force Novel,The Eye of God (Sigma Force #9),eng,4.11,9389,https://images.gr-assets.com/books/1359823174m/16065538.jpg,https://images.gr-assets.com/books/1359823174s/16065538.jpg
8716,28922,Kazuo Ishiguro,1986,An Artist of the Floating World,An Artist of the Floating World,eng,3.72,10430,https://images.gr-assets.com/books/1327786035m/28922.jpg,https://images.gr-assets.com/books/1327786035s/28922.jpg
8717,1528410,"Pascal Mercier, Barbara Harshav",2004,Nachtzug nach Lissabon,Night Train to Lisbon,eng,3.7,7838,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8718,18052985,Tessa Dare,2014,Romancing the Duke,"Romancing the Duke (Castles Ever After, #1)",eng,3.91,15558,https://images.gr-assets.com/books/1377311107m/18052985.jpg,https://images.gr-assets.com/books/1377311107s/18052985.jpg
8719,25176,Martha Grimes,1981,"The Man With a Load of Mischief (Richard Jury Mystery, #1)","The Man With a Load of Mischief (Richard Jury, #1)",eng,4.01,11947,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8720,11714997,Jessica Sorensen,2011,The Underworld,"The Underworld (Fallen Star, #2)",eng,4.12,11604,https://images.gr-assets.com/books/1417703488m/11714997.jpg,https://images.gr-assets.com/books/1417703488s/11714997.jpg
8721,2372,David McCullough,1977,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914","The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",eng,4.19,9349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8722,26116430,Louise Erdrich,2016,LaRose,LaRose,eng,3.86,9136,https://images.gr-assets.com/books/1445606455m/26116430.jpg,https://images.gr-assets.com/books/1445606455s/26116430.jpg
8723,17978144,Lucie Whitehouse,2014,Before we met,Before We Met,eng,3.43,7826,https://images.gr-assets.com/books/1369569396m/17978144.jpg,https://images.gr-assets.com/books/1369569396s/17978144.jpg
8724,2187270,"The Waiter, Steve Dublanica",2008,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,eng,3.49,10341,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8725,15728721,Kevin Hearne,2012,Two Ravens and One Crow,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",eng,4.2,11562,https://images.gr-assets.com/books/1344336650m/15728721.jpg,https://images.gr-assets.com/books/1344336650s/15728721.jpg
8726,296264,Robert Louis Stevenson,1888,The Black Arrow: A Tale of the Two Roses,The Black Arrow,eng,3.81,12298,https://images.gr-assets.com/books/1328014614m/296264.jpg,https://images.gr-assets.com/books/1328014614s/296264.jpg
8727,7997069,"Tom Clancy, Grant Blackwood",2010,Dead or Alive,"Dead or Alive (Jack Ryan Universe, #13)",eng,3.79,10644,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8728,563458,V.C. Andrews,1984,"Fallen Hearts (Casteel, #3)","Fallen Hearts (Casteel, #3)",eng,3.89,12450,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8729,185289,Melanie Rawn,1985,Dragon Prince,"Dragon Prince (Dragon Prince, #1)",eng,3.94,12739,https://images.gr-assets.com/books/1309210730m/185289.jpg,https://images.gr-assets.com/books/1309210730s/185289.jpg
8730,7099389,Jeffery Deaver,2010,The Burning Wire,"The Burning Wire (Lincoln Rhyme, #9)",en-US,4.04,11376,https://images.gr-assets.com/books/1441925165m/7099389.jpg,https://images.gr-assets.com/books/1441925165s/7099389.jpg
8731,166101,Breena Clarke,1999,"River, Cross My Heart","River, Cross My Heart",eng,3.47,11642,https://images.gr-assets.com/books/1344268600m/166101.jpg,https://images.gr-assets.com/books/1344268600s/166101.jpg
8732,109499,"Nancy Leigh DeMoss, Elisabeth Elliot",2000,Lies Women Believe: And the Truth that Sets Them Free,Lies Women Believe: And the Truth that Sets Them Free,eng,4.1,9714,https://images.gr-assets.com/books/1328823111m/109499.jpg,https://images.gr-assets.com/books/1328823111s/109499.jpg
8733,194808,Jack London,1903,To Build a Fire,To Build a Fire,eng,3.92,12133,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8734,95659,Lisi Harrison,2005,Invasion of the Boy Snatchers,"Invasion of the Boy Snatchers (The Clique, #4)",,3.79,13093,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8735,4660,John Irving,1974,The 158-Pound Marriage,The 158-Pound Marriage,en-US,3.22,10532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8736,6150530,Chris Anderson,2009,Free: The Future of a Radical Price,Free: The Future of a Radical Price,en-US,3.83,10607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8737,769712,"Joe Sacco, Edward Said",1996,Palestine,Palestine,eng,4.2,9823,https://images.gr-assets.com/books/1327884409m/769712.jpg,https://images.gr-assets.com/books/1327884409s/769712.jpg
8738,198511,"Vincent van Gogh, Irving Stone, Jean   Stone",1937,Dear Theo: The Letters of Vincent Van Gogh,Dear Theo,en-US,4.09,9121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8739,15732712,Cecelia Ahern,2012,One Hundred Names,One Hundred Names,eng,3.75,10994,https://images.gr-assets.com/books/1421928433m/15732712.jpg,https://images.gr-assets.com/books/1421928433s/15732712.jpg
8740,78960,Louisa May Alcott,1868,Good Wives,"Good Wives (Little Women, #1.5)",,3.92,13964,https://images.gr-assets.com/books/1282713827m/78960.jpg,https://images.gr-assets.com/books/1282713827s/78960.jpg
8741,16248223,Yangsze Choo,2013,The Ghost Bride,The Ghost Bride,eng,3.74,11645,https://images.gr-assets.com/books/1356671808m/16248223.jpg,https://images.gr-assets.com/books/1356671808s/16248223.jpg
8742,34941,"Terry Brooks, George Lucas",1999,The Phantom Menace,Star Wars - Episode I: The Phantom Menace,eng,3.55,11602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8743,13096848,"Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",2012,,"Avatar: The Last Airbender (The Promise, #2)",eng,4.43,12220,https://images.gr-assets.com/books/1335027722m/13096848.jpg,https://images.gr-assets.com/books/1335027722s/13096848.jpg
8744,23844390,Karina Halle,2014,,The Pact,eng,3.91,13354,https://images.gr-assets.com/books/1418886372m/23844390.jpg,https://images.gr-assets.com/books/1418886372s/23844390.jpg
8745,266765,Jacqueline Wilson,1997,Girls in Love,"Girls in Love (Girls, #1)",eng,3.53,11953,https://images.gr-assets.com/books/1438919442m/266765.jpg,https://images.gr-assets.com/books/1438919442s/266765.jpg
8746,294613,"Else Holmelund Minarik, Maurice Sendak",1960,Little Bear's Friend,Little Bear's Friend,,4.3,12446,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8747,254799,Twyla Tharp,2003,The Creative Habit: Learn It and Use It for Life,The Creative Habit: Learn It and Use It for Life,eng,4,12838,https://images.gr-assets.com/books/1477230182m/254799.jpg,https://images.gr-assets.com/books/1477230182s/254799.jpg
8748,3243517,"Mourid Barghouti, مريد البرغوثي",1997, رأيت رام الله,رأيت رام الله,ara,4.15,8602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8749,10429025,Jocelyn Davies,2011,A Beautiful Dark ,"A Beautiful Dark (A Beautiful Dark, #1)",en-US,3.9,16529,https://images.gr-assets.com/books/1327916579m/10429025.jpg,https://images.gr-assets.com/books/1327916579s/10429025.jpg
8750,18889,"Marion Zimmer Bradley, Diana L. Paxson",1996,Lady of Avalon,"Lady of Avalon (Avalon, #3)",eng,3.88,12663,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8751,15985392,"Tom Clancy, Mark Greaney",2012,Threat Vector,"Threat Vector (Jack Ryan Universe, #15)",en-US,4.1,8320,https://images.gr-assets.com/books/1352225908m/15985392.jpg,https://images.gr-assets.com/books/1352225908s/15985392.jpg
8752,829313,"Miles Davis, Quincy Troupe",1989,Miles: The Autobiography,Miles: The Autobiography,en-US,4.18,8827,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8753,816752,Elizabeth Winthrop,1985,"The Castle In The Attic (The Castle In The Attic, #1)","The Castle in the Attic (The Castle in the Attic, #1)",eng,3.96,14611,https://images.gr-assets.com/books/1178654581m/816752.jpg,https://images.gr-assets.com/books/1178654581s/816752.jpg
8754,6303704,Steven Tyler,2011,Does the Noise in My Head Bother You?,Does the Noise in My Head Bother You?,en-US,3.47,9312,https://images.gr-assets.com/books/1400065793m/6303704.jpg,https://images.gr-assets.com/books/1400065793s/6303704.jpg
8755,11985631,George R.R. Martin,2003,The Sworn Sword,"The Sworn Sword (The Tales of Dunk and Egg, #2)",eng,4.07,11291,https://images.gr-assets.com/books/1397654143m/11985631.jpg,https://images.gr-assets.com/books/1397654143s/11985631.jpg
8756,2230284,Jeffery Deaver,2008,The Broken Window,"The Broken Window (Lincoln Rhyme, #8)",eng,4.07,11706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8757,11851522,H.P. Lovecraft,1978,,The Complete Works of H.P. Lovecraft,eng,4.34,9473,https://images.gr-assets.com/books/1327886768m/11851522.jpg,https://images.gr-assets.com/books/1327886768s/11851522.jpg
8758,22431039,Christina Lauren,2015,Beautiful Secret,"Beautiful Secret (Beautiful Bastard, #4)",eng,4.13,17215,https://images.gr-assets.com/books/1416624825m/22431039.jpg,https://images.gr-assets.com/books/1416624825s/22431039.jpg
8759,17707654,Patricia Cornwell,2013,Dust,"Dust (Kay Scarpetta, #21)",eng,3.53,9402,https://images.gr-assets.com/books/1376882052m/17707654.jpg,https://images.gr-assets.com/books/1376882052s/17707654.jpg
8760,143513,Anton Chekhov,1900,Три сестры,The Three Sisters,eng,3.76,10688,https://images.gr-assets.com/books/1416873197m/143513.jpg,https://images.gr-assets.com/books/1416873197s/143513.jpg
8761,107670,Anthony Horowitz,2006,Evil Star,"Evil Star (The Gatekeepers, #2)",,3.98,12391,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8762,21411887,Abbi Glines,2014,,"You Were Mine (Rosemary Beach, #9)",eng,4.26,17714,https://images.gr-assets.com/books/1402067293m/21411887.jpg,https://images.gr-assets.com/books/1402067293s/21411887.jpg
8763,40313,"Janet Evanovich, Charlotte Hughes",2002,Full Tilt,Full Tilt (Full #2),en-US,3.7,14923,https://images.gr-assets.com/books/1479699860m/40313.jpg,https://images.gr-assets.com/books/1479699860s/40313.jpg
8764,3173125,Josh Bazell,2008,Beat the Reaper,Beat the Reaper (Peter Brown #1),en-US,3.79,10987,https://images.gr-assets.com/books/1316092271m/3173125.jpg,https://images.gr-assets.com/books/1316092271s/3173125.jpg
8765,284195,Elin Hilderbrand,2002,Nantucket Nights,Nantucket Nights,,3.64,9825,https://images.gr-assets.com/books/1317065229m/284195.jpg,https://images.gr-assets.com/books/1317065229s/284195.jpg
8766,99218,"Brian Herbert, Kevin J. Anderson",2002,Dune: The Machine Crusade ,"The Machine Crusade (Legends of Dune, #2)",eng,3.73,10126,https://images.gr-assets.com/books/1412547890m/99218.jpg,https://images.gr-assets.com/books/1412547890s/99218.jpg
